Peanut Butter-Stuffed Skillet Cookie; Peanut Butter-Stuffed Skillet Cookie;|Servings: 12||2 cups flour||1 teaspoon baking soda||½ teaspoon salt||¾ cup butter, softened||½ cup sugar||¾ cup brown sugar||2 teaspoons vanilla extract||1 egg||1 cup chocolate chips||½ cup peanut butter||Ice cream|||;|1. Preheat oven to 350˚F/180˚C.||2. In a bowl, whisk together flour, baking soda, and salt. Set aside.||3. In another bowl, beat softened butter, sugar, and brown sugar until creamy.||4. Add vanilla extract and egg, and beat until combined.||5. Add the flour mixture and stir until all of the flour is incorporated.||6. Pour in the chocolate chips, and stir.||7. Pour ½ of the cookie dough into a greased oven-proof skillet and press it into the pan.||8. Spread peanut butter over the dough and top with the other half of the cookie dough. Press the dough so it covers the peanut butter.||9. Bake for 35-40 minutes or until the edges are golden brown (baking times & temperatures may vary).||10. Cut into slices and serve warm with ice cream.||11. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-09/13/16/asset/buzzfeed-prod-fastlane01/sub-buzz-11604-1473798448-5.jpg?resize=625:781;https://img.youtube.com/vi/w-IEh9vfaE0/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=w-IEh9vfaE0", "id":"4355105_9610899", "length":"No image found", "published":"2016-09-13 16:30:02"}}
Chocolate Pretzel Pie; Chocolate Pretzel Crust Pie;|Servings: 8 ||For the pretzel crust:||5 cups crushed pretzels||1 stick (8 tablespoons) melted butter||⅓ cup brown sugar||For the chocolate pie filling:||¼ cup cornstarch||1 ½ cups sugar||¼ teaspoon salt||4 egg yolks||3 cups milk||7 ounces bittersweet chocolate, chopped||2 teaspoons vanilla extract||2 tablespoons butter||2 tablespoons lemon juice|||;|1. Preheat oven to 350˚F/175˚C.||2. Combine pretzels, butter, and brown sugar. Press mixture into pie pan. ||3. Bake for 10 minutes or until golden. ||4. Let cool to room temperature. ||5. Whisk cornstarch, sugar, and salt in a medium saucepan.||6. Mix in egg yolks and milk, and heat mixture at medium heat. ||7. Gently mix for about 6 minutes or until the mixture thickens like a pudding.||8. Once thick, take the mixture off the heat and immediately add your chocolate, vanilla, butter, and lemon juice. ||9. Mix until ingredients are incorporated into a smooth pudding texture.||10. Pour filling into the cooled crust and smooth with a spatula as desired. (Any extra filling can be saved in cups and eaten immediately, or chilled for pudding cups.)||11. Let the pie chill in the fridge uncovered for at least 4 hours.||12. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/22/19/asset/buzzfeed-prod-fastlane02/sub-buzz-25218-1471909109-1.jpg?resize=625:781;https://img.youtube.com/vi/d3WjDy2-JdE/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=d3WjDy2-JdE", "id":"4338315_9486851", "length":"69", "published":"2016-08-22 19:39:22"}}
Blueberry Slab Pie; Blueberry Peach Slab Pie;|Servings: 12||4 8-inch refrigerated pie crusts||5 cups fresh blueberries||¾ cup sugar||3 tablespoons cornstarch||½ teaspoon cinnamon||Pinch of salt||1 teaspoon lemon zest|||;|1. Preheat oven to 400°F/200˚C. ||2. In a bowl, mix the blueberries, sugar, cornstarch, cinnamon, salt, and lemon zest. Set aside.  ||3. On parchment paper, stack 2 pie crusts on top of each other. Roll out to 17 inches by 12 inches. Cut diagonally into strips.  ||4. Roll out another 2 pie crusts. Place in a 15 inch by 10 inch by 1 inch baking sheet. ||5. Spread out blueberry mixture into the crust, then form a lattice top with the pie crust strips.  Tuck the crust inward around the edges, and bake for 35 minutes. ||6. Serve warm with ice cream.  ||7. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/15/15/asset/buzzfeed-prod-fastlane01/sub-buzz-15034-1471287653-1.jpg?resize=625:781;https://img.youtube.com/vi/SCymGU6ueJg/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=SCymGU6ueJg", "id":"4335584_9470057", "length":"No image found", "published":"2016-08-19 13:39:27"}}
Tiramisu Mille Crepe; Tramisu Mille-Crepes;|Servings: 6-8||For the mascarpone cream: ||6 egg yolks||1 ½ cup of powdered sugar||16 oz Mascarpone cheese||6 egg whites beaten to stiff peaks||For the crepes:||3 ¾ cups all-purpose flour||8 eggs||5 tablespoons melted butter||3 tablespoons sugar||4 cups milk||3 tablespoons ground coffee||Vegetable oil for cooking||For the topping:||Cocoa powder|||;|Mascarpone cream:||1. In a bowl, whisk together egg yolks and sugar.||2. Add the mascarpone cheese in, and whisk until the mix is smooth.||3. With a spoon or a spatula, delicately add the egg whites beaten to stiff peaks. ||4. Once the mix is smooth, chill in the fridge for 2 hours. ||Crepes:||1. In a big bowl, mix the flour and the eggs together.||2. Add the sugar and the melted butter. Stir energetically.||3. Little by little, pour the milk into the mix. Stir all the way through and make sure to get rid of any lumps before the mix becomes too liquid. Keep adding the milk and stirring. ||4. Add the ground coffee. Stir. ||5. Let the batter rest for at least 30 minutes. ||6. Pour 1/2 cup of batter into a well-oiled frying pan, making sure to spread the mix all over the pan. ||7. Once the bottom side is golden, flip the crepe. Cook for one more minute on the other side. Transfer to a plate. ||Assembly:||1. Place a crepe in the middle of a big plate. ||2. Spread a thin layer of mascarpone cream on top of it. ||3. Top with another crepe. Repeat. (The number of crepes you’ll end up using in the cake depends on the thickness of your crepes and of your layers of cream. The thinner your layers of cream, the more crepes you can add and still have a stable result. In the end, your cake should have between 12 and 20 crepes.)||4. Finish with one last crepe to top the cake. Dust with cocoa powder.||5. Chill for at least 3 hours, or overnight, before serving. ||6. Enjoy! ||Inspired by Tasting Table.|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/9/14/asset/buzzfeed-prod-fastlane01/sub-buzz-29225-1470768802-2.jpg?resize=625:781;https://img.youtube.com/vi/aMNOIp7r88w/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=aMNOIp7r88w", "id":"4331691_9410343", "length":"93", "published":"2016-08-10 15:13:00"}}
Cookie Dough Ice Cream Bites; Cookie Dough Ice Cream Bites;|Servings: 64 pieces||1/2 cup brown sugar||1 pint vanilla ice cream, softened||1/2 cup butter, softened||1/2 teaspoon vanilla extract||1 tablespoon milk||1 cup flour||1/4 teaspoon salt||1 cup semisweet chocolate morsels||1/4 cup coconut oil|||;|1. In a large bowl, mix together brown sugar and softened butter.||2. Mix in vanilla extract and milk until well-combined. ||3. Add flour and salt, and continue mixing until you’ve reached a dough-like consistency.||4. Spread the “dough” mixture evenly on the bottom of a parchment-lined 9×9 pan.||5. Sprinkle about half of the chocolate morsels over the dough so that they are evenly distributed, and then press the morsels into the dough with a sheet of parchment paper.||6. Scoop softened ice cream on top of the dough mixture, and spread evenly.||7. Freeze overnight or until frozen.||8. Lift ice cream out using the parchment, then cut into an 8×8 grid. ||9. In a small bowl, melt the remaining chocolate morsels with coconut oil until smooth.||10. Evenly coat each piece with the melted chocolate.||11. Place back in the freezer for 30 minutes. ||12. Enjoy!||Consumption of raw or undercooked flour may increase the risk of food-borne illness.|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/8/16/asset/buzzfeed-prod-fastlane02/sub-buzz-17948-1470687176-1.jpg?resize=625:781;https://img.youtube.com/vi/FUD4Ro_u9s0/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=FUD4Ro_u9s0", "id":"4330753_9394790", "length":"No image found", "published":"2016-08-08 15:58:58"}}
Grilled Berry Cobbler; Grilled Mixed Berry Cobbler;|Servings: 10||2 cans biscuit dough||½ cup sugar||½ cup flour||½ tablespoon cinnamon||¼ teaspoon salt||1½ cups blueberries||1½ cups strawberries||1½ cups blackberries||1½ cups raspberries||½ cup sugar||3 tablespoons cornstarch||Ice cream, for topping|||;|1. Cut biscuits into small, even pieces (about 9 per biscuit) and place in a bowl. ||2. Sprinkle sugar, flour, cinnamon, and salt over the dough bites. Mix well. ||3. On the grill, using a disposable foil pan or grill-proof pan, combine blueberries, strawberries, blackberries, raspberries, sugar, and cornstarch. Stir well and let cook until fruit starts to release its juices. ||4. Cover fruit with the cinnamon sugar–coated biscuit dough in as even a layer as possible. ||5. Cover pan tightly with foil and close the grill. Keeping the temperature at 350˚F/175˚C, grill for 20 minutes.  ||6. Take the foil off the pan and close grill again for 10 more minutes, or until dough is cooked through and golden brown. (Times and temperatures may vary based on grill.) ||7. Remove from the grill & serve with a scoop of ice cream. ||8. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/22/17/asset/buzzfeed-prod-fastlane01/sub-buzz-8507-1469222588-6.jpg?resize=625:781;https://img.youtube.com/vi/AdqYzkuHHaA/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=AdqYzkuHHaA", "id":"4319375_9294030", "length":"No image found", "published":"2016-07-22 17:10:05"}}
Honey Mustard Chicken Tater Tot Nachos; On May 26, Tasty opened things up to YOU! We wanted you to pick the next Tasty recipe, and you certainly delivered!;;|Servings: 6 - 8||For the tots:||2 pounds frozen tater tots||4 boneless skinless chicken thighs||1 tablespoon whole grain mustard||2 tablespoons olive oil||Salt and pepper to taste||½ red onion, sliced||1 cup cheddar cheese||1 cup monterey jack cheese||For the honey mustard sauce: ||2 tablespoons honey||1 tablespoons whole grain mustard||1 tablespoon dijon mustard||1 tablespoon olive oil||Additional toppings:||½ cup cherry or grape tomatoes, halved||1 avocado, sliced||Sour cream||2 scallions, sliced|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/30/17/asset/buzzfeed-prod-fastlane03/sub-buzz-1247-1467323807-1.jpg?resize=625:1719;https://img.youtube.com/vi/rlQmuSC5Vhc/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=rlQmuSC5Vhc", "id":"4298957_9091366", "length":"61", "published":"2016-06-30 17:59:03"}}
Chocolate Cream Cheese Croissant Bake; Chocolate Cream Cheese Croissant Bake;|Servings: 10-12||2 (10 to 13 ounce) package mini croissants, chopped||2 (8 ounce) packages cream cheese, softened||1 cup brown sugar||2 egg||1 teaspoon vanilla||1 ½ cup milk||2 cups semisweet chocolate chips|||;|1. Preheat oven to 450ºF/230ºC.||2. Open 2 (or 3, depending on the size of your baking pan) prepackaged crescent dinner rolls and chop them into 2 cm balls.||3. Spray a medium-large baking pan with cooking spray and place the balls in the pan.||4. Sprinkle chocolate chips evenly over the dough.||4. In a large bowl, whisk cream cheese until smooth and creamy, add sugar, eggs, and vanilla, and whisk together until mixed. Slowly add milk to develop a more liquid consistency without curdling the cream cheese.||5. Pour cream cheese mixture evenly over dough then let sit for 20 minutes (optional) ||6. Bake for 45-50 minutes, or until middle is cooked through.||7. Cool for 10 minutes.||8. Garnish with a nice scoop of vanilla ice cream, and enjoy! ||Inspired By: Plain Chicken|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/15/14/asset/buzzfeed-prod-fastlane01/sub-buzz-13031-1468608674-1.jpg?resize=625:781;https://img.youtube.com/vi/ECGKz51ByOI/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=ECGKz51ByOI", "id":"4314496_9247269", "length":"61", "published":"2016-07-15 14:27:56"}}
Peanut Butter Brownie Cookies; Brownies are amazing. Cookies are amazing. But what if you combined them? Created a brownie/cookie hybrid — a “brookie,” if you will.;;|Servings: 24||1 box brownie mix||1 egg||¼ cup butter, melted||4 oz cream cheese, softened||3/4 cup creamy peanut butter||3/4 cup powdered sugar||6 oz chocolate, melted|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/14/17/asset/buzzfeed-prod-fastlane03/sub-buzz-1444-1465939117-1.jpg?resize=625:625;https://img.youtube.com/vi/fX855VOoEQk/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=fX855VOoEQk", "id":"4278577_8887937", "length":"44", "published":"2016-06-14 18:09:12"}}
Peanut Butter Potato Chip Truffles; Do you ever have that nagging problem where you don’t know if you want something salty…;|1 cup peanut butter||1 ½ cup powdered sugar (plus a little extra if the dough needs more thickening)||1 cup potato chips||12 ounces dark chocolate, melted|||;|1. In a large bowl, combine peanut butter and powdered sugar. ||2. Add potato chips and mix them in while crushing the chips with your hands. ||3. If needed, add extra powdered sugar to help thicken the dough. ||4. Using about a teaspoon of dough, roll the dough into balls and place on a baking sheet. ||5. Freeze for at least 30 minutes. ||6. Melt the dark chocolate. ||7. Dip each ball in the chocolate and place on parchment paper. ||8. Top with a piece of potato chip ||9. Freeze for at least another 30 minutes. ||10. Serve & enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/15/15/asset/buzzfeed-prod-fastlane03/sub-buzz-14268-1466020085-1.jpg?resize=625:352;https://img.youtube.com/vi/fH0KfafCcGY/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=fH0KfafCcGY", "id":"4279494_8898460", "length":"49", "published":"2016-06-15 17:04:27"}}
Is It Tasty?: Avocado Brownies Taste Test; So, avocado brownies are a thing. Which sounds super weird, but apparently you can swap butter with avocado and still get delicious, healthier brownies!;|TBH, I was pretty skeptical. But anything that can let you eat a billion brownies and still feel like you’re making good, healthy choices is worth trying, right?|||;|Avocado Brownies||Yields 16 brownies||INGREDIENTS||4 large eggs||1 cup sugar, sifted||1 cup brown sugar, sifted||1/2 cup flour||1 1/4 cups cocoa powder, sifted||2 teaspoon vanilla extract||1/2 teaspoon salt||8 ounces mashed avocado (about 2 avocados)||PREPARATION||Preheat oven to 275˚F/135˚C.||Beat eggs at medium speed until light yellow and fluffy.||Add sugars and beat on low speed just until well-blended.||Add remaining ingredients and beat together on low speed to combine.||Pour brownie batter into a greased and floured 8-inch square pan.||Bake for 50-55 minutes (or until a toothpick inserted in the center comes out clean).||Allow to cool before slicing and serving.||Inspired by:||http://www.foodnetwork.com/recipes/alton-brown/cocoa-brownies-recipe.html||https://www.avocadocentral.com/avocado-recipes/baking-with-avocados||http://www.huffingtonpost.com/2015/09/15/avocado-swap-in-recipes-yum_n_6517294.html|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-09/7/14/asset/buzzfeed-prod-fastlane02/sub-buzz-6653-1473273991-2.jpg?resize=625:352;https://img.youtube.com/vi/fjhKunPpLo8/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=fjhKunPpLo8", "id":"4351142_9577184", "length":"No image found", "published":"2016-09-12 20:17:03"}}
